form,lemma,pos,morph
terrenae,terrena,NOM1,Case=Nom|Numb=Plur
tenebrosae,tenebrosvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
absorbere,absorbeo,VER,Mood=Inf|Tense=Pres|Voice=Act
nos,nos,PROper,Case=Acc|Numb=Plur
uolentes,volo,ADJqua,Case=Nom|Numb=Plur|Deg=Pos|Mood=Par|Tense=Pres|Voice=Act
animis,animvs,NOM2,Case=Abl|Numb=Plur
in,in,PRE,MORPH=empty
iram,ira,NOM1,Case=Acc|Numb=Sing
concitatis,concito,VER,Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
et,et,CONcoo,MORPH=empty
toto,totvs,PROind,Case=Abl|Numb=Sing
diabolici,diabolicivm,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
furoris,fvror,NOM3,Case=Gen|Numb=Sing
impetu,impetvs,NOM4,Case=Abl|Numb=Sing
commotis,commoveo,VER,Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
tamquam,tamqvam,ADVrel,MORPH=empty
maxime,magis,ADV,Deg=Sup
hiemis,hiems,NOM3,Case=Gen|Numb=Sing
tempestate,tempestas,NOM3,Case=Abl|Numb=Sing
torrentibus,torrens,ADJqua,Case=Abl|Numb=Plur
et,et,CONcoo,MORPH=empty
per,per,PRE,MORPH=empty
prseceps,priseceps,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
ruentibus,rvo,VER,Case=Abl|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
Atque,atqve,NOM2,Case=Nom|Numb=Sing
ita,ita,ADV,Deg=Pos
in,in,PRE,MORPH=empty
ordine,ordo,NOM3,Case=Abl|Numb=Sing
confessionis,confessio,NOM3,Case=Gen|Numb=Sing
nostrae,noster,PROpos,Case=Gen|Numb=Sing
ad,ad,PRE,MORPH=empty
dominum,dominvs,NOM2,Case=Acc|Numb=Sing
adiecit,adicio,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
propheta,propheta,NOM1,Case=Nom|Numb=Sing
torrentem,torrens,NOM3,Case=Acc|Numb=Sing
pertransiit,pertranseo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
anima,anima,NOM1,Case=Abl|Numb=Sing
nostra,noster,PROpos,Case=Abl|Numb=Sing
forsitan,forsitan,ADV,Deg=Pos
pertransisset,pertraneo,VER,Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
anima,anima,NOM1,Case=Abl|Numb=Sing
nostra,noster,PROpos,Case=Nom|Numb=Sing
aquam,aqva,NOM1,Case=Acc|Numb=Sing
inmens,immens,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
a,ab,PRE,MORPH=empty
m,mam,PROdem,MORPH=empty
ecce,ecce,INJ,MORPH=empty
diaboli,diabolvm,NOM2,Case=Gen|Numb=Sing
et,et,CONcoo,MORPH=empty
suorum,svi,PROpos.ref,Case=Gen|Numb=Plur
inruentes,irrvo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
impetus,impetvs,NOM4,Case=Acc|Numb=Plur
et,et,CONcoo,MORPH=empty
ex,ex,PRE,MORPH=empty
turbidis,tvrbidvs,ADJqua,Case=Abl|Numb=Plur|Deg=Pos
motibus,motvs,NOM4,Case=Abl|Numb=Plur
concitatos,concito,VER,Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
furentesque,fvrens,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
procursus,procvrsvs,NOM4,Case=Nom|Numb=Sing
et,et,CONcoo,MORPH=empty
tempestatis,tempestas,NOM3,Case=Gen|Numb=Sing
temporariae,temporarivs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
torrentes,torrens,VER,Case=Nom|Numb=Plur
sed,sed,CONcoo,MORPH=empty
haec,hic,PROdem,Case=Nom|Numb=Sing
intolerabilis,intolerabilis,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
aqua,aqva,NOM1,Case=Abl|Numb=Sing
animam,anima,NOM1,Case=Acc|Numb=Sing
non,non,ADVneg,MORPH=empty
transit,transeo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
in,in,PRE,MORPH=empty
qua,qvi,PROrel,Case=Abl|Numb=Sing
deus,devs,NOM2,Case=Nom|Numb=Sing
habitat,habito,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
intolerabilis,intolerabilis,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
autem,avtem,CONcoo,MORPH=empty
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
deo,devs,NOM2,Case=Dat|Numb=Sing
uacuis,vacvvs,ADJqua,Case=Abl|Numb=Plur|Deg=Pos
his,hic,PROdem,Case=Abl|Numb=Plur
autem,avtem,CONcoo,MORPH=empty
in,in,PRE,MORPH=empty
quibus,qvi,PROrel,Case=Abl|Numb=Plur
deus,devs,NOM2,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
torrens,torrens,NOM3,Case=Nom|Numb=Sing
repentinus,repentinvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
post,post,PRE,Deg=Pos
paululum,pavlvlvm,ADV,Deg=Pos
uero,vero,CONcoo,MORPH=empty
ad,ad,PRE,MORPH=empty
transeundi,transeo,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
facultatem,facvltas,NOM3,Case=Acc|Numb=Sing
aridus,aridvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
et,et,CONcoo,MORPH=empty
exhaustus,exhavrio,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
Atque,atqve,NOM2,Case=Nom|Numb=Sing
ut,vt,CONsub,MORPH=empty
nullus,nvllvs,PROind,Case=Nom|Numb=Sing
hic,hic,PROdem,Case=Nom|Numb=Sing
de,de,PRE,MORPH=empty
aquis,aqva,NOM1,Case=Abl|Numb=Plur
sensus,sensvs,NOM4,Case=Nom|Numb=Sing
esset,svm,VER,Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
consequitur,conseqvor,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
benedictus,benedico,ADJqua,Case=Nom|Numb=Sing
dominus,dominvs,NOM2,Case=Nom|Numb=Sing
qui,qvi,PROrel,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
dedit,do,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
nos,nos,PROper,Case=Acc|Numb=Plur
in,in,PRE,MORPH=empty
capturam,capio,NOM1,Case=Acc|Numb=Sing|Mood=Par
dentibus,dens,NOM3,Case=Abl|Numb=Plur
eorum,is,PROdem,Case=Gen|Numb=Plur
et,et,CONcoo,MORPH=empty
qui,qvi,PROrel,Case=Nom|Numb=Plur
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
horum,hic,PROdem,Case=Gen|Numb=Plur
torrentium,torrens,NOM3,Case=Gen|Numb=Plur
dentes,dens,NOM3,Case=Nom|Numb=Plur
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
plane,plane,ADV,Deg=Pos
ad,ad,PRE,MORPH=empty
laniandum,lanio,VER,Case=Acc|Numb=Sing|Mood=Ger|Voice=Act
adprehendendumque,apprehendo,VER,Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass
uehementes,vehemens,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
ira,ira,NOM1,Case=Nom|Numb=Sing
cupiditas,cvpiditas,NOM3,Case=Nom|Numb=Sing
lasciuia,lascivia,NOM1,Case=Nom|Numb=Sing
odium,odivm,NOM2,Case=Nom|Numb=Sing
gula,gvla,NOM1,Case=Nom|Numb=Sing
auaritia,avaritia,NOM1,Case=Nom|Numb=Sing
hi,hic,PROdem,Case=Nom|Numb=Plur
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
dentes,dens,NOM3,Case=Nom|Numb=Plur
mali,malvm,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
et,et,CONcoo,MORPH=empty
tenaces,tenax,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
per,per,PRE,MORPH=empty
haec,hic,PROdem,Case=Acc|Numb=Plur
enim,enim,CONcoo,MORPH=empty
in,in,PRE,MORPH=empty
nos,nos,PROper,Case=Acc|Numb=Plur
captos,capio,VER,Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
laniatosque,laniatosqvetvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
dominantur,dominor,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
dum,dvm,CONsub,MORPH=empty
uitiorum,vitivm,NOM2,Case=Gen|Numb=Plur
suorum,svvs,PROpos.ref,Case=Gen|Numb=Plur
aut,avt,CONcoo,MORPH=empty
ministros,minister,NOM2,Case=Acc|Numb=Plur
aut,avt,CONcoo,MORPH=empty
consortes,consors,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
nos,nos,PROper,Case=Acc|Numb=Plur
faciunt,facio,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quibus,qvi,PROrel,Case=Dat|Numb=Plur
non,non,ADVneg,MORPH=empty
carnes,caro,NOM3,Case=Nom|Numb=Plur
nostrae,noster,PROpos,Case=Nom|Numb=Sing
sed,sed,CONcoo,MORPH=empty
anima,anima,NOM1,Case=Nom|Numb=Sing
nisi,nisi,CONsub,MORPH=empty
deus,devs,NOM2,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
nobis,nos,PROper,Case=Abl|Numb=Plur
esset,svm,VER,Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
ab,ab,PRE,MORPH=empty
his,hic,PROdem,Case=Abl|Numb=Plur
manderetur,mando,VER,Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
Ait,aiter,NOM2,Case=Nom|Numb=Sing
enim,enim,CONcoo,MORPH=empty
anima,anima,NOM1,Case=Nom|Numb=Sing
nostra,noster,PROpos,Case=Nom|Numb=Sing
sicut,sicvt,ADVrel,MORPH=empty
passer,passer,NOM3,Case=Nom|Numb=Sing
erepta,eripio,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
de,de,PRE,MORPH=empty
laqueo,laqvevs,NOM2,Case=Abl|Numb=Sing
uenatorum,venator,NOM3,Case=Gen|Numb=Plur
laqueos,laqvevs,NOM2,Case=Acc|Numb=Plur
qui,qvi,PROrel,Case=Nom|Numb=Plur
uenantur,venor,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
occulte,occvlte,ADV,Deg=Pos
et,et,CONcoo,MORPH=empty
fallentes,fallo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
prsetendunt,prsetendo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
aut,avt,CONcoo,MORPH=empty
absconsos,absconsvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos|Mood=Par
uallibus,vallis,NOM3,Case=Abl|Numb=Plur
aut,avt,CONcoo,MORPH=empty
herbis,herba,NOM1,Case=Abl|Numb=Plur
contectos,contego,VER,Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
aut,avt,CONcoo,MORPH=empty
cibis,cibvs,NOM2,Case=Abl|Numb=Plur
oblitteratos,oblittero,VER,Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
aut,avt,CONcoo,MORPH=empty
nubibus,nvbes,NOM3,Case=Abl|Numb=Plur
concolores,concolor,NOM3,Case=Nom|Numb=Plur
et,et,CONcoo,MORPH=empty
hsec,hic,PROdem,Case=Nom
quidem,qvidem,ADV,Deg=Pos
ad,ad,PRE,MORPH=empty
bestias,bestia,NOM1,Case=Acc|Numb=Plur
atque,atqve,CONcoo,MORPH=empty
aues,avis,NOM3,Case=Acc|Numb=Plur
ceteras,cetervs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
nobis,nos,PROper,Case=Dat|Numb=Plur
uero,vero,CONcoo,MORPH=empty
aduersus,adversvs,PRE,MORPH=empty
animam,anima,NOM1,Case=Acc|Numb=Sing
haec,hic,PROdem,Case=Nom|Numb=Plur
parantur,paro,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
enim,enim,CONcoo,MORPH=empty
nobis,nos,PROper,Case=Dat|Numb=Plur
laqueus,laqvevs,NOM2,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
otio,otivm,NOM2,Case=Abl|Numb=Sing
pecunia,pecvnia,NOM1,Case=Abl|Numb=Sing
ambitione,ambitio,NOM3,Case=Abl|Numb=Sing
lasciuia,lascivia,NOM1,Case=Abl|Numb=Sing
hsec,hic,PROdem,Case=Nom
praetenduntur,praetendo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
haec,hic,PROdem,Case=Nom|Numb=Plur
blandiuntur,blandior,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
hsec,hic,PROdem,Case=Nom
fallunt,fallo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sed,sed,CONcoo,MORPH=empty
ab,ab,PRE,MORPH=empty
his,hic,PROdem,Case=Abl|Numb=Plur
omnibus,omnis,PROind,Case=Abl|Numb=Plur
uoluntas,volvntas,NOM3,Case=Nom|Numb=Sing
nostra,noster,PROpos,Case=Nom|Numb=Sing
referenda,refero,VER,Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
omnibus,omnis,PROind,Case=Dat|Numb=Plur
enim,enim,CONcoo,MORPH=empty
hi,hic,PROdem,Case=Nom|Numb=Plur
laquei,laqvevs,NOM2,Case=Nom|Numb=Plur
prsetensi,prsetendo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Dep
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sicut,sicvt,ADVrel,MORPH=empty
scriptum,scribo,VER,Case=Nom|Numb=Sing|Voice=Pass
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
non,non,ADVneg,MORPH=empty
enim,enim,CONcoo,MORPH=empty
iniuste,inivste,ADV,Deg=Pos
prsetenduntur,prsetendo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
retia,rete,NOM3,Case=Nom|Numb=Plur
auibus,avis,NOM3,Case=Dat|Numb=Plur
perfecta,perfectvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
enim,enim,CONcoo,MORPH=empty
gloria,gloria,NOM1,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ab,ab,PRE,MORPH=empty
his,hic,PROdem,Case=Abl|Numb=Plur
laqueis,laqvevs,NOM1,Case=Abl|Numb=Plur
qui,qvi,PROrel,Case=Nom|Numb=Plur
prsetensi,pratetendo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Dep
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
euolare,evolo,VER,Mood=Inf|Tense=Pres|Voice=Act
Denique,denivs,NOM2,Case=Nom|Numb=Sing
psalmus,psalmvs,NOM2,Case=Nom|Numb=Sing
ita,ita,ADV,Deg=Pos
dicit,dico,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
anima,anima,NOM1,Case=Nom|Numb=Sing
nostra,noster,PROpos,Case=Nom|Numb=Sing
sicut,sicvt,ADVrel,MORPH=empty
passer,passer,NOM3,Case=Nom|Numb=Sing
erepta,eripio,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
de,de,PRE,MORPH=empty
laqueo,laqvevs,NOM2,Case=Abl|Numb=Sing
uenatorum,venator,NOM3,Case=Gen|Numb=Plur
non,non,ADVneg,MORPH=empty
utique,vtiqve,ADV,Deg=Pos
uenantium,venor,VER,Case=Gen|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep
sed,sed,CONcoo,MORPH=empty
eorum,is,PROdem,Case=Gen|Numb=Plur
quibus,qvi,PROrel,Case=Abl|Numb=Plur
in,in,PRE,MORPH=empty
uenatione,venatio,NOM3,Case=Abl|Numb=Sing
tensi,tensvs,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
laquei,laqvevs,NOM2,Case=Nom|Numb=Plur
non,non,ADVneg,MORPH=empty
enim,enim,CONcoo,MORPH=empty
cum,cvm,CONsub,MORPH=empty
quis,qvis,PROind,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
laqueum,laqvevs,NOM2,Case=Acc|Numb=Sing
inciderit,incido,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
tunc,tvnc,ADV,Deg=Pos
fiet,fio,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
peccator,peccator,NOM3,Case=Nom|Numb=Sing
sed,sed,CONcoo,MORPH=empty
cum,cvm,CONsub,MORPH=empty
omnibus,omnis,PROind,Case=Abl|Numb=Plur
tendantur,tendo,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
ille,ille,PROdem,Case=Nom|Numb=Sing
tamen,tamen,ADV,Deg=Pos
qui,qvi,PROrel,Case=Nom|Numb=Sing
iam,iam,ADV,Deg=Pos
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
peccator,peccator,NOM3,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
laqueo,laqvevs,NOM2,Case=Abl|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sicut,sicvt,ADVrel,MORPH=empty
scriptum,scribo,NOM2,Case=Nom|Numb=Sing|Voice=Pass
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
oculus,ocvlvs,NOM2,Case=Nom|Numb=Sing
meretricis,meretrix,NOM3,Case=Gen|Numb=Sing
laqueus,laqvevs,NOM2,Case=Nom|Numb=Sing
peccatoris,peccator,NOM3,Case=Gen|Numb=Sing
ergo,ergo,CONcoo,MORPH=empty
peccatis,peccatvm,NOM2,Case=Abl|Numb=Plur
omnibus,omnis,PROind,Case=Dat|Numb=Plur
abstinendum,abstineo,VER,Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ne,ne,CONsub,MORPH=empty
incidamus,incido,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
in,in,PRE,MORPH=empty
laqueum,laqvevs,NOM2,Case=Acc|Numb=Sing
spiritales,spiritalis,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
enim,enim,CONcoo,MORPH=empty
sumus,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
et,et,CONcoo,MORPH=empty
euolamus,evolo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ut,vt,ADVrel,MORPH=empty
passeres,passer,NOM3,Case=Nom|Numb=Plur
passer,passer,NOM3,Case=Nom|Numb=Sing
auis,avis,NOM3,Case=Nom|Numb=Sing
domestica,domesticvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
et,et,CONcoo,MORPH=empty
aedificiorum,aedificivm,NOM2,Case=Gen|Numb=Plur
incola,incola,NOM1,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
momentanea,momentanevs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
non,non,ADVneg,MORPH=empty
temporaria,temporarivs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
sed,sed,CONcoo,MORPH=empty
sine,sine,PRE,MORPH=empty
demutatione,demvtatio,NOM3,Case=Abl|Numb=Sing
ulla,vllvs,PROind,Case=Abl|Numb=Sing
aut,avt,CONcoo,MORPH=empty
temporis,tempvs,NOM3,Case=Gen|Numb=Sing
obseruatione,observatio,NOM3,Case=Abl|Numb=Sing
consistens,consisto,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
nos,nos,PROper,Case=Nom|Numb=Plur
ergo,ergo,CONcoo,MORPH=empty
sine,sine,PRE,MORPH=empty
uicissitudine,vicissitvdo,NOM3,Case=Abl|Numb=Sing
temporum,tempvs,NOM3,Case=Gen|Numb=Plur
ecclesiam,ecclesia,NOM1,Case=Acc|Numb=Sing
incolentes,incolo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
abstineamus,abstineo,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
a,ab,PRE,MORPH=empty
peccatis,peccatvm,NOM2,Case=Abl|Numb=Plur
ut,vt,CONsub,MORPH=empty
a,ab,PRE,MORPH=empty
laqueis,laqvevs,NOM2,Case=Abl|Numb=Plur
euolemus,evolo,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
laqueus,laqvevs,NOM2,Case=Nom|Numb=Sing
enim,enim,CONcoo,MORPH=empty
per,per,PRE,MORPH=empty
deum,devs,NOM2,Case=Acc|Numb=Sing
in,in,PRE,MORPH=empty
nos,nos,PROper,Case=Acc|Numb=Plur
habitantem,habito,VER,Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
conteritur,contero,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
quia,qvia,CONsub,MORPH=empty
ita,ita,ADV,Deg=Pos
sequitur,seqvor,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
laqueus,laqvevs,NOM2,Case=Nom|Numb=Sing
contritus,contritvs,ADJqua,Case=Nom|Numb=Sing|Mood=Par|Voice=Pass
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
nos,nos,PROper,Case=Nom|Numb=Plur
liberati,libero,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
sumus,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
adiutorium,adivtorivm,NOM2,Case=Acc|Numb=Sing
nostrum,noster,PROpos,Case=Acc|Numb=Sing
in,in,PRE,MORPH=empty
nomine,nomen,NOM3,Case=Abl|Numb=Sing
domini,dominvs,NOM2,Case=Gen|Numb=Sing
qui,qvi,PROrel,Case=Nom|Numb=Sing
fecit,facio,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
caelum,caelvm,NOM2,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
terram,terra,NOM1,Case=Acc|Numb=Sing
hoc,hic,PROdem,Case=Abl|Numb=Sing
adiutorio,adivtorivm,NOM2,Case=Abl|Numb=Sing
laqueus,laqvevs,NOM2,Case=Nom|Numb=Sing
conteritur,contero,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
hoc,hic,PROdem,Case=Abl|Numb=Sing
adiutorio,adivtorivm,NOM2,Case=Abl|Numb=Sing
liberamur,libero,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1
in,in,PRE,MORPH=empty
nomine,nomen,NOM3,Case=Abl|Numb=Sing
domini,dominvs,NOM2,Case=Gen|Numb=Sing
qui,qvi,PROrel,Case=Nom|Numb=Sing
fecit,facio,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
caelum,caelvm,NOM2,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
terram,terra,NOM1,Case=Acc|Numb=Sing
quod,qvi,PROrel,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
scilicet,scilicet,ADV,Deg=Pos
super,svper,PRE,MORPH=empty
omne,omnis,PROind,Case=Acc|Numb=Sing
nomen,nomen,NOM3,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
quo,qvi,PROrel,Case=Abl|Numb=Sing
omne,omnis,PROind,Case=Acc|Numb=Sing
genu,genv,NOM4,Case=Abl|Numb=Sing
flectet,flecto,VER,Numb=Sing|Mood=Sub|Tense=Fut|Voice=Act|Person=3
caelestium,caelestia,NOM3,Case=Gen|Numb=Plur|Deg=Pos
et,et,CONcoo,MORPH=empty
terrestrium,terrestris,ADJqua,Case=Gen|Numb=Plur|Deg=Pos
et,et,CONcoo,MORPH=empty
infernorum,infernvs,NOM2,Case=Gen|Numb=Plur
et,et,CONcoo,MORPH=empty
omnis,omnis,PROind,Case=Nom|Numb=Sing
lingua,lingva,NOM1,Case=Nom|Numb=Sing
confitebitur,confiteor,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=3
quia,qvia,CONsub,MORPH=empty
dominus,dominvs,NOM2,Case=Nom|Numb=Sing
Iesus,iesvs,NOM2,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
gloria,gloria,NOM1,Case=Abl|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
dei,devs,NOM2,Case=Gen|Numb=Sing
patris,pater,NOM3,Case=Gen|Numb=Sing
qui,qvi,PROrel,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
benedictus,benedictvs,ADJqua,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
saecula,saecvlvm,NOM2,Case=Acc|Numb=Plur
saeculorum,saecvlvm,NOM2,Case=Gen|Numb=Plur
amen,amen,NOM3,Case=Acc|Numb=Sing
